   k  l     Obj        Vio     Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
   0  T 0   1.560e+00   0e+00  0.00  2.0e+00  2.9e+05  1.0e+00  1.0e+00  1.4e-04  0.0e+00  0.0e+00
   1  T 0   1.266e+00   4e-01  0.00  2.0e+00  1.3e-01  2.5e+00  4.1e+00  8.2e-05  4.3e-02  4.3e-02
   2  F 0   1.251e+00   4e-01  0.00  2.0e+00  9.2e-02  1.8e+00  2.9e+00  6.4e-05  1.2e-03  1.2e-03
   3  F 0   1.259e+00   4e-01  0.00  2.0e+00  1.2e-01  1.8e+00  2.9e+00  6.1e-05  9.2e-04  1.0e-03
   4  F 0   1.250e+00   4e-01  0.00  2.0e+00  9.0e-02  1.8e+00  2.9e+00  5.9e-05  8.9e-04  9.7e-04
   5  F 0   1.258e+00   4e-01  0.00  2.0e+00  1.2e-01  1.8e+00  2.9e+00  5.8e-05  7.8e-04  8.6e-04
   6  F 0   1.250e+00   4e-01  0.00  2.0e+00  9.0e-02  1.8e+00  2.9e+00  5.7e-05  7.6e-04  8.5e-04
   7  F 0   1.258e+00   4e-01  0.00  2.0e+00  1.2e-01  1.8e+00  2.9e+00  5.8e-05  7.6e-04  8.5e-04
   8  F 0   1.250e+00   4e-01  0.00  2.0e+00  9.0e-02  1.8e+00  2.9e+00  5.9e-05  5.7e-04  6.6e-04
   9  F 0   1.258e+00   4e-01  0.00  2.0e+00  1.2e-01  1.8e+00  2.9e+00  5.2e-05  1.7e-03  1.7e-03
  10  F 0   1.250e+00   4e-01  0.00  2.0e+00  9.0e-02  1.8e+00  2.9e+00  4.3e-05  3.9e-04  4.5e-04
  11  F 0   1.258e+00   4e-01  0.00  2.0e+00  1.2e-01  1.8e+00  2.9e+00  3.8e-05  3.5e-04  4.0e-04
  12  F 0   1.250e+00   4e-01  0.00  2.0e+00  9.0e-02  1.8e+00  2.9e+00  3.7e-05  3.3e-04  3.9e-04
  13  F 0   1.258e+00   4e-01  0.00  2.0e+00  1.2e-01  1.8e+00  2.9e+00  3.9e-05  1.3e-03  1.4e-03
Total number of system evaluations: 14
